traitX,traitY,traitZ,itemA,itemB,itemC,itemD,itemE,itemF,itemG, category1, category2, category3
54,71,54,0,1,0,1,1,1,0,5,7,Apple
43,47,44,0,1,0,0,0,0,0,1,9,Apple
49,36,55,1,0,1,0,0,1,1,1,2,Bow
53,38,53,1,1,0,1,1,1,1,4,10,Elephant
60,46,50,1,1,0,1,0,1,0,2,2,Cat
39,64,51,1,0,1,1,0,0,0,4,6,Dog
46,36,55,1,0,0,0,0,0,0,2,8,Bow
49,42,40,0,0,0,0,1,0,0,4,1,Bow
39,46,46,1,0,0,1,0,1,1,2,5,Bow
33,57,49,1,1,0,0,0,0,0,5,2,Apple
40,43,45,0,1,0,0,0,0,1,4,1,Apple
57,57,57,1,1,1,1,1,1,1,1,9,Cat
40,48,61,1,1,1,1,1,0,0,5,7,Cat
42,23,48,0,0,0,0,0,1,0,2,6,Elephant
54,47,50,1,0,0,1,0,0,1,2,1,Apple
48,47,47,0,0,0,0,1,1,0,2,8,Cat
38,38,43,0,0,1,0,0,0,0,5,9,Elephant
46,43,58,0,0,0,1,1,1,1,2,2,Dog
44,38,46,1,0,0,0,0,1,0,5,8,Bow
40,59,49,0,1,0,0,0,1,0,3,9,Apple
51,32,57,1,0,1,0,0,0,0,1,2,Apple
45,53,46,1,1,1,0,0,0,0,3,5,Cat
38,56,57,1,0,0,1,0,0,0,4,4,Bow
25,38,54,1,0,1,0,0,0,1,5,7,Bow
41,62,55,1,1,0,1,1,0,1,1,5,Dog
46,38,61,1,1,1,1,1,0,0,5,8,Bow
38,48,51,0,1,1,0,0,0,0,5,5,Bow
33,65,42,0,1,0,0,1,0,0,5,2,Bow
48,50,59,0,1,0,0,1,1,1,1,3,Bow
44,45,49,1,1,0,1,1,1,1,3,2,Apple
42,71,45,1,0,0,0,1,0,1,5,3,Dog
51,55,52,1,1,0,0,1,0,0,1,10,Cat
39,24,58,0,1,0,0,0,1,0,2,9,Elephant
47,43,46,0,1,1,0,1,0,0,4,2,Elephant
44,56,52,0,1,1,0,0,0,0,2,4,Bow
27,70,60,0,0,1,1,0,0,0,5,5,Apple
44,60,36,0,0,1,0,1,0,0,5,1,Apple
47,46,42,0,0,1,0,0,0,0,2,7,Cat
56,60,47,0,1,1,1,0,0,0,1,6,Apple
49,60,44,1,1,1,1,1,1,0,1,8,Dog
41,49,46,0,0,1,0,1,0,0,5,4,Apple
44,52,43,0,1,1,0,1,0,0,1,7,Dog
43,49,47,0,1,0,0,1,1,1,4,10,Bow
42,58,24,0,0,0,0,0,0,0,2,8,Apple
66,41,58,1,0,0,0,0,1,0,4,1,Cat
44,63,43,0,0,1,0,1,1,1,4,3,Dog
47,41,46,1,0,1,0,1,0,1,1,8,Apple
53,49,44,0,1,0,1,0,0,1,2,1,Apple
38,35,57,0,1,0,1,0,1,1,5,2,Apple
57,52,64,1,0,1,1,1,1,1,4,5,Bow
42,50,53,1,0,0,0,0,1,0,2,7,Apple
41,71,61,0,1,0,1,0,1,1,5,10,Cat
36,55,49,0,1,1,0,1,0,0,5,3,Bow
40,45,46,1,1,0,1,0,1,1,5,6,Elephant
36,45,50,1,0,0,0,1,1,0,1,5,Elephant
53,48,48,0,0,1,1,0,0,1,1,1,Apple
48,52,46,1,1,0,0,1,0,0,1,3,Elephant
51,38,57,0,0,0,1,1,0,0,3,1,Apple
46,58,32,0,1,0,0,1,0,0,1,10,Apple
36,60,49,0,1,0,0,1,0,0,3,8,Cat
47,53,59,0,1,1,1,0,1,0,4,5,Elephant
46,43,64,0,0,0,0,0,0,0,2,3,Elephant
44,48,49,0,1,0,0,0,0,0,3,6,Apple
56,60,48,1,0,1,0,1,1,0,2,6,Dog
46,57,45,0,0,0,1,0,1,1,2,6,Cat
47,70,48,0,1,1,1,0,0,1,3,3,Bow
44,42,37,0,0,1,0,0,0,0,3,10,Dog
50,63,52,0,1,0,1,0,0,1,5,10,Dog
47,40,64,1,1,0,0,0,1,1,2,1,Cat
53,56,50,1,1,0,0,0,0,1,2,7,Dog
51,57,58,1,0,0,1,1,0,1,2,9,Apple
40,42,49,0,0,0,1,0,0,0,5,8,Bow
57,53,57,0,1,0,1,0,1,0,4,1,Elephant
42,56,60,1,0,0,1,0,1,1,4,4,Dog
49,51,29,0,0,0,0,1,0,0,1,1,Bow
50,43,47,0,1,0,1,0,0,0,2,3,Dog
44,45,52,0,1,1,0,0,0,1,1,3,Bow
47,56,44,0,1,1,0,1,0,0,3,4,Elephant
52,54,61,1,1,1,1,1,0,1,1,7,Dog
53,52,43,1,0,0,1,0,1,1,1,9,Apple
38,56,54,0,0,1,0,1,0,1,5,8,Cat
28,52,56,1,1,0,1,1,0,0,5,2,Apple
61,72,51,0,1,1,1,1,1,1,2,5,Apple
75,35,54,0,0,1,0,0,1,1,3,1,Dog
27,36,50,0,0,0,1,0,1,0,2,2,Bow
30,35,44,0,0,0,0,0,0,0,2,2,Apple
56,53,54,1,0,0,1,1,0,1,1,4,Dog
43,61,47,0,1,0,0,0,0,1,3,3,Elephant
59,34,46,1,0,1,1,1,0,0,1,1,Cat
47,64,41,0,0,0,1,1,0,1,5,6,Apple
37,73,50,0,1,0,1,1,0,1,3,7,Dog
39,59,43,0,0,1,0,0,1,1,5,3,Dog
51,35,49,1,0,0,0,1,1,1,3,3,Bow
49,64,40,0,0,0,0,1,0,0,2,5,Dog
43,57,48,0,1,0,1,0,0,1,4,7,Dog
51,54,43,0,1,1,0,1,0,1,2,9,Cat
43,57,55,0,0,1,0,0,0,1,4,5,Dog
47,42,56,0,0,0,0,0,1,1,1,9,Apple
44,63,46,1,1,0,0,1,0,1,4,3,Cat
53,30,58,1,0,0,0,0,1,1,2,1,Elephant
32,35,43,1,1,0,1,0,0,0,2,7,Elephant
39,39,46,1,1,1,0,0,0,0,4,7,Bow
55,34,47,1,0,0,0,0,1,1,2,7,Bow
46,69,64,1,1,1,1,1,0,1,3,7,Cat
38,65,53,1,1,1,1,1,0,0,4,7,Dog
57,44,49,0,1,0,1,1,1,0,2,1,Apple
34,61,54,1,0,1,1,0,1,1,3,8,Cat
35,39,61,0,1,0,0,0,1,1,4,9,Elephant
46,72,50,1,1,0,1,1,1,1,5,9,Cat
48,36,38,0,0,0,0,1,0,1,2,10,Elephant
42,58,45,0,0,0,1,0,0,0,2,9,Apple
41,51,45,1,0,0,0,1,0,0,4,10,Dog
36,55,52,1,0,0,1,0,0,0,3,1,Cat
44,54,49,0,0,0,1,0,1,0,3,7,Cat
38,58,42,0,1,1,1,0,0,0,4,10,Apple
49,41,41,0,1,0,1,1,0,0,1,2,Apple
56,89,53,0,1,1,1,1,1,1,3,10,Cat
41,21,58,0,0,1,1,0,0,0,4,8,Elephant
49,38,53,1,0,0,1,0,1,0,1,1,Dog
48,62,51,1,1,0,0,0,0,1,1,3,Cat
36,52,68,1,1,1,1,0,1,0,2,10,Apple
49,48,43,1,0,1,0,1,1,0,3,8,Cat
42,45,55,1,0,1,0,1,0,1,4,8,Elephant
40,60,40,0,0,0,1,1,1,0,4,4,Dog
42,54,60,0,0,1,1,0,0,1,4,4,Apple
46,60,53,1,1,1,0,0,1,1,5,10,Dog
52,34,52,0,0,1,0,0,1,0,1,6,Elephant
38,50,59,1,1,0,0,1,0,1,1,9,Apple
43,57,51,1,1,1,1,1,1,1,3,7,Apple
41,50,43,1,0,0,0,1,1,0,3,6,Cat
22,61,52,1,1,1,0,1,0,1,5,4,Apple
44,38,48,1,1,0,0,0,0,0,3,9,Elephant
58,42,48,0,0,0,0,0,0,1,1,1,Bow
41,58,53,0,1,1,1,1,1,1,5,5,Elephant
51,50,43,1,1,1,1,0,1,0,1,5,Cat
46,29,50,0,1,0,0,0,1,1,2,8,Bow
50,40,30,1,1,0,0,1,1,0,1,1,Cat
38,51,50,0,0,1,1,0,0,0,5,1,Cat
29,54,41,1,0,0,0,0,0,0,3,3,Cat
40,38,54,0,0,1,0,0,0,0,2,2,Apple
36,43,47,0,0,0,0,0,1,1,5,2,Apple
43,38,60,1,1,1,0,0,0,1,4,7,Elephant
60,32,56,1,0,0,1,0,1,1,2,2,Cat
37,69,46,1,1,1,0,0,0,0,5,5,Cat
46,44,44,0,1,0,1,1,0,1,2,10,Bow
42,62,45,1,1,1,0,0,1,1,5,4,Apple
56,59,46,0,0,0,1,1,1,0,1,7,Cat
45,61,70,1,1,1,1,0,1,0,5,6,Cat
46,65,47,1,1,1,1,1,0,0,2,6,Dog
44,58,48,1,1,0,1,1,1,0,1,3,Cat
57,46,57,0,0,0,1,0,1,1,3,1,Bow
52,52,41,1,1,1,1,1,1,0,5,7,Dog
46,37,51,1,0,1,1,0,0,0,1,7,Cat
51,56,57,0,0,1,1,1,0,0,1,4,Apple
42,45,45,1,1,0,0,0,0,0,1,7,Cat
56,43,50,0,0,1,0,1,1,1,5,9,Bow
44,35,58,0,1,1,0,1,0,0,5,8,Bow
50,31,53,1,0,0,0,0,0,0,1,4,Elephant
47,54,64,1,1,0,1,1,1,1,1,4,Dog
55,36,54,1,0,0,0,0,0,1,2,8,Bow
52,78,52,1,1,1,0,1,1,1,4,7,Dog
39,67,58,0,1,1,1,1,1,1,3,4,Bow
40,40,53,0,1,0,1,1,0,1,5,10,Bow
55,57,50,1,1,1,0,1,1,1,5,3,Dog
57,54,61,0,1,1,0,0,1,1,3,3,Cat
52,55,57,0,0,1,0,1,0,1,5,1,Elephant
43,56,50,1,0,1,0,1,0,0,3,4,Cat
56,33,44,1,1,1,0,0,0,1,5,9,Elephant
33,55,52,1,0,0,0,0,1,0,4,6,Cat
43,71,39,0,0,0,1,0,0,0,5,4,Cat
46,42,48,0,0,1,1,1,0,0,1,1,Cat
46,30,49,0,0,0,0,1,0,0,1,10,Elephant
43,50,40,1,1,0,0,1,1,0,5,6,Elephant
60,71,48,0,1,0,1,1,0,1,1,5,Apple
62,67,60,1,0,1,0,1,1,1,5,6,Dog
51,38,57,1,1,0,0,1,1,1,2,7,Elephant
46,54,38,0,1,1,0,1,0,0,1,9,Dog
44,50,50,0,1,0,1,0,0,1,2,6,Apple
75,30,53,1,0,0,0,1,1,0,3,2,Cat
50,71,41,0,0,0,1,1,1,0,4,6,Dog
38,48,56,0,0,1,1,1,1,1,4,2,Elephant
46,53,55,1,1,0,1,1,0,0,3,7,Apple
38,47,44,0,1,0,0,0,1,0,1,5,Elephant
47,54,42,0,1,1,1,1,1,0,1,8,Cat
37,46,45,0,1,0,0,1,1,1,2,8,Cat
41,49,50,1,0,1,1,0,1,1,5,3,Apple
41,66,53,1,1,1,1,1,0,1,5,4,Bow
50,54,54,1,0,1,1,0,1,1,3,9,Cat
44,46,56,1,1,0,1,0,1,0,1,2,Dog
44,45,52,1,0,1,1,1,1,1,3,2,Apple
74,38,48,1,1,1,0,0,1,1,2,2,Cat
55,52,42,0,0,1,0,1,0,0,2,3,Apple
37,31,59,1,1,1,1,0,1,1,4,8,Bow
33,47,51,1,0,0,1,0,0,1,5,2,Elephant
44,46,58,1,0,1,1,0,0,0,3,2,Bow
38,68,63,1,1,1,0,0,1,1,5,5,Cat
41,62,47,0,0,1,1,1,0,0,5,3,Cat
11,33,42,0,0,0,0,0,0,0,3,6,Elephant
42,34,50,1,0,1,1,1,0,1,1,7,Bow
49,30,41,1,0,1,0,1,1,0,1,6,Elephant
42,65,65,1,1,1,0,0,1,1,2,9,Dog
63,54,54,1,0,1,0,1,1,1,3,9,Cat
44,56,48,0,1,0,0,0,1,0,3,6,Cat
21,55,51,1,1,0,0,1,0,0,4,6,Cat
33,67,31,1,1,1,0,1,1,0,4,3,Elephant
39,58,43,0,1,0,1,1,0,0,4,1,Dog
52,55,60,0,0,1,0,0,1,0,4,1,Dog
39,56,53,1,1,1,1,0,0,1,5,2,Bow
42,48,48,0,0,0,0,1,0,1,1,6,Apple
44,55,35,0,0,0,0,1,1,1,5,9,Apple
51,63,52,0,1,1,1,1,1,0,4,3,Dog
46,38,56,1,0,0,0,0,0,0,4,6,Bow
41,59,54,1,0,0,1,0,1,1,4,6,Cat
44,51,47,1,0,1,0,0,0,1,4,4,Cat
60,54,49,0,1,1,0,1,1,0,3,7,Cat
45,34,40,0,0,1,0,1,0,0,1,5,Elephant
49,26,52,0,1,1,0,1,1,0,2,7,Bow
44,32,58,1,1,0,0,0,1,0,4,10,Elephant
46,62,58,1,0,0,1,0,1,1,2,10,Dog
45,60,59,1,0,0,1,0,1,1,2,4,Cat
47,53,48,0,1,0,1,1,1,0,3,6,Cat
46,44,52,1,0,0,0,0,1,1,2,2,Elephant
54,42,47,0,1,0,0,0,0,1,1,1,Elephant
41,35,51,1,0,0,1,0,1,0,4,5,Bow
74,44,63,0,1,1,1,1,1,1,4,7,Elephant
39,37,45,1,0,0,0,0,1,1,2,9,Elephant
53,55,43,0,0,1,1,1,1,1,1,7,Apple
44,39,52,0,1,0,1,0,1,0,3,1,Dog
50,64,48,0,0,0,1,1,0,0,4,4,Dog
55,37,48,0,1,1,1,1,0,1,2,9,Bow
38,42,43,1,0,0,0,0,0,0,2,1,Dog
41,52,54,0,0,1,1,1,1,0,3,7,Dog
47,62,44,0,1,0,1,0,0,0,2,10,Cat
53,48,57,1,0,1,1,0,1,0,1,2,Dog
45,40,59,1,0,0,1,0,1,0,2,8,Dog
41,60,59,1,1,0,1,0,0,0,4,5,Cat
46,47,50,1,1,1,1,1,0,1,3,7,Elephant
41,33,53,1,1,0,0,1,0,0,3,6,Bow
38,58,44,0,0,0,0,0,0,0,4,6,Cat
48,56,50,1,0,0,1,1,1,0,3,6,Cat
44,70,51,1,1,1,1,1,0,0,2,5,Cat
55,55,65,1,1,1,1,1,0,1,2,1,Elephant
51,62,46,0,1,1,0,1,1,1,4,3,Cat
47,60,60,1,1,1,1,1,1,1,5,10,Apple
43,51,41,1,0,0,1,0,0,0,3,2,Bow
50,48,56,1,1,1,1,1,1,0,5,1,Cat
46,69,50,0,1,1,0,0,1,1,3,5,Dog
44,38,51,0,1,1,0,0,1,0,4,9,Elephant
42,79,47,0,1,0,0,1,0,1,5,6,Dog
44,48,48,0,1,1,0,1,0,0,3,7,Cat
35,47,46,0,0,1,0,1,1,0,5,7,Bow
44,63,54,1,0,1,1,0,0,1,3,5,Dog
40,45,54,1,1,0,0,1,0,1,4,10,Apple
45,36,51,1,0,1,1,0,1,1,3,9,Bow
38,53,61,1,0,0,0,0,0,1,1,7,Apple
39,37,47,0,0,0,0,1,0,0,4,8,Bow
43,51,50,1,0,1,1,0,1,1,4,3,Cat
48,49,62,1,0,1,1,1,0,1,3,2,Dog
45,71,54,1,1,0,1,0,1,1,3,5,Apple
40,68,56,1,0,1,0,1,0,0,4,5,Dog
44,24,41,0,1,0,0,0,0,0,2,8,Bow
45,53,46,0,1,0,0,0,1,1,3,2,Elephant
46,50,50,1,0,0,0,1,1,0,5,1,Apple
39,56,50,1,0,0,0,0,0,0,2,5,Dog
46,60,50,1,0,0,0,0,0,1,5,4,Bow
55,45,41,0,1,1,1,1,0,0,3,5,Cat
43,52,56,1,0,1,0,1,0,1,5,8,Apple
49,32,50,0,0,0,0,0,1,0,2,6,Bow
36,43,50,1,0,0,0,0,1,0,3,10,Dog
40,55,60,1,1,1,1,0,1,1,4,9,Dog
47,29,54,0,0,1,1,0,0,0,3,10,Bow
40,38,55,0,1,0,1,1,1,0,3,8,Elephant
42,60,54,0,0,1,0,0,1,1,1,8,Apple
42,56,57,1,1,0,0,0,0,0,2,7,Apple
26,37,48,1,0,0,0,0,0,0,2,7,Bow
32,31,58,1,0,1,1,0,1,0,1,6,Elephant
35,38,59,0,1,0,0,1,1,1,5,10,Elephant
42,61,57,0,0,0,0,0,1,1,4,3,Elephant
37,77,40,0,0,1,0,1,1,0,3,5,Apple
43,16,44,1,0,0,0,1,0,0,2,10,Bow
36,42,36,0,0,0,0,0,0,0,3,1,Elephant
40,59,50,0,1,1,1,0,0,1,4,10,Dog
48,33,45,0,0,0,0,0,0,1,4,8,Elephant
44,42,42,1,0,1,0,1,0,0,3,2,Dog
44,52,60,1,1,1,1,1,0,1,4,9,Bow
39,30,50,1,0,1,0,1,0,1,2,7,Bow
42,54,70,0,0,0,1,0,0,1,2,4,Cat
37,30,56,1,0,1,0,0,0,0,4,8,Elephant
46,54,46,1,1,1,0,0,0,0,5,7,Apple
63,65,49,1,1,0,1,1,1,0,2,3,Cat
71,43,48,1,1,0,0,1,1,0,2,1,Cat
33,67,63,1,1,0,0,1,0,1,4,8,Cat
57,46,52,0,0,0,1,0,0,0,3,2,Cat
38,48,44,0,1,0,1,1,1,0,2,9,Dog
40,43,48,0,0,1,0,0,1,1,4,2,Apple
51,52,48,0,1,1,1,1,1,1,2,10,Apple
50,46,50,1,1,1,1,1,0,1,5,1,Apple
42,59,49,0,0,1,0,0,1,0,5,7,Apple
46,56,46,1,1,0,1,1,0,1,3,9,Apple
52,56,59,1,0,1,1,0,0,1,4,1,Apple
49,57,45,0,1,0,1,1,1,1,2,7,Apple
50,60,47,1,0,1,0,1,1,0,5,3,Cat
52,51,33,0,0,1,0,0,0,0,2,9,Apple
58,43,51,0,1,0,0,1,0,0,4,2,Cat
55,27,42,0,0,1,0,1,1,0,5,9,Elephant
55,65,46,0,1,1,0,0,1,1,5,1,Elephant
27,59,54,0,0,0,0,0,0,1,5,2,Elephant
55,61,60,0,1,0,1,1,0,0,2,6,Dog
47,52,53,1,0,1,1,0,0,1,2,4,Elephant
47,55,51,0,0,1,1,1,0,1,3,8,Apple
48,41,54,0,0,1,1,0,1,1,3,2,Elephant
44,54,53,1,1,0,0,1,1,0,3,8,Dog
53,42,59,0,0,1,1,0,1,1,3,4,Cat
54,68,54,1,1,1,1,1,0,1,4,5,Apple
26,55,37,0,0,1,0,1,0,0,3,6,Cat
55,56,50,0,1,0,0,0,1,1,1,4,Apple
39,37,39,1,1,1,0,1,0,0,5,9,Bow
47,75,47,0,1,1,1,1,1,1,4,5,Cat
49,54,42,1,0,0,0,1,0,1,3,4,Apple
42,66,55,1,1,0,0,1,1,1,4,5,Apple
45,53,50,1,0,0,0,0,0,0,2,1,Dog
39,60,43,1,0,0,1,0,0,0,5,8,Apple
45,45,54,0,1,1,1,1,0,0,2,6,Apple
49,49,54,0,1,1,0,1,0,0,1,10,Dog
25,65,41,1,1,0,0,1,0,0,5,5,Dog
37,48,50,1,0,0,1,1,1,1,4,2,Bow
55,45,43,0,1,1,0,1,0,0,1,10,Apple
41,42,47,0,0,1,0,1,0,1,4,10,Elephant
53,51,50,1,1,1,1,1,0,1,1,6,Dog
39,45,52,1,0,0,0,1,0,1,4,10,Bow
50,48,49,0,1,0,1,0,0,1,5,9,Elephant
49,34,50,0,0,0,1,0,1,0,2,7,Elephant
37,47,55,0,0,1,0,1,1,0,3,2,Elephant
47,36,47,0,0,1,0,1,1,1,1,2,Dog
56,64,52,1,1,1,1,0,0,1,2,7,Apple
45,60,50,0,1,0,1,1,1,1,2,9,Apple
43,57,47,1,1,0,1,0,1,1,4,3,Apple
35,44,45,0,0,1,1,1,1,0,4,9,Elephant
41,33,51,1,1,1,1,1,1,1,3,10,Bow
45,62,38,1,1,0,0,1,1,0,5,6,Dog
46,60,46,0,1,0,1,1,1,1,3,4,Elephant
47,47,50,1,1,1,0,1,1,1,4,4,Cat
47,22,58,0,1,0,1,1,1,0,1,9,Bow
42,52,54,0,1,0,0,0,0,0,4,7,Apple
37,50,30,1,0,0,0,0,0,1,3,5,Elephant
57,28,48,1,0,1,1,0,0,0,3,1,Dog
54,52,49,1,0,1,0,1,0,0,1,7,Apple
38,58,34,0,1,1,0,0,1,0,5,3,Elephant
55,52,66,1,0,1,0,1,1,0,1,8,Dog
43,52,50,1,1,1,1,0,0,1,1,6,Apple
42,46,48,1,0,1,1,0,0,0,4,4,Apple
39,46,65,1,0,1,1,1,0,0,4,10,Dog
46,55,57,0,1,1,1,1,1,1,3,2,Elephant
48,68,48,1,0,0,1,0,0,1,2,7,Cat
43,51,33,0,0,1,0,0,0,1,4,4,Elephant
59,43,38,1,1,0,0,0,1,1,3,1,Cat
39,37,50,0,0,0,1,1,1,0,4,5,Bow
43,77,54,1,0,0,1,1,1,1,2,5,Cat
61,47,50,0,0,0,0,1,0,0,3,10,Cat
51,49,52,1,0,1,0,1,0,1,2,9,Cat
50,35,46,1,1,1,0,0,1,0,3,1,Bow
40,25,49,0,0,1,0,1,0,0,3,10,Bow
52,70,55,0,0,0,1,1,1,1,5,1,Apple
65,42,49,1,1,1,0,0,0,0,1,2,Cat
40,37,44,0,0,0,0,0,1,0,2,5,Elephant
50,31,49,0,0,0,0,1,0,1,4,6,Elephant
40,60,46,1,1,0,0,1,0,0,2,8,Dog
29,61,55,0,1,1,1,1,1,0,4,4,Apple
44,57,59,1,1,1,0,1,1,1,4,3,Cat
20,36,62,1,0,0,0,0,0,0,2,5,Elephant
45,51,45,0,0,1,1,1,0,0,1,10,Apple
48,68,50,1,1,1,1,0,1,0,3,9,Apple
30,52,54,1,1,0,1,0,1,1,2,9,Dog
40,29,51,1,0,1,1,0,1,1,4,7,Bow
42,48,68,0,0,1,0,0,1,1,2,6,Apple
35,59,48,1,0,1,0,0,1,1,5,10,Dog
44,59,54,1,0,1,0,1,1,1,3,10,Cat
56,52,61,0,0,0,1,1,1,1,5,3,Cat
48,27,42,0,1,0,0,0,0,1,1,7,Bow
48,54,56,1,0,1,1,1,1,1,2,10,Cat
47,51,35,1,1,1,0,0,1,0,2,6,Cat
40,60,55,0,1,0,1,0,0,1,5,4,Apple
35,45,54,1,1,0,0,0,1,0,2,7,Apple
44,56,57,1,0,1,0,1,1,0,5,8,Apple
51,27,53,0,0,0,0,0,1,1,4,7,Elephant
38,42,53,0,0,1,0,1,0,0,5,8,Bow
43,62,31,0,1,1,0,1,0,1,4,6,Cat
44,62,47,1,1,1,1,0,1,1,2,6,Dog
48,41,47,0,0,0,0,1,0,0,1,10,Elephant
23,44,63,0,0,0,1,0,1,0,4,9,Cat
34,58,46,0,1,0,0,0,0,1,2,8,Dog
45,54,39,0,1,1,0,1,0,0,3,8,Dog
57,46,48,1,0,0,0,1,0,0,4,2,Cat
41,61,48,0,1,1,1,1,0,0,3,10,Dog
49,51,47,0,1,0,0,1,1,0,2,3,Dog
33,37,62,1,0,0,1,0,0,1,2,7,Elephant
42,43,59,0,1,0,1,1,0,1,2,10,Bow
57,67,52,1,0,1,1,1,0,1,4,8,Apple
35,60,42,1,1,0,0,0,1,1,3,8,Cat
63,50,49,0,1,1,1,1,0,1,1,8,Cat
44,64,52,0,1,1,1,1,1,1,4,9,Apple
34,57,45,0,1,0,0,1,0,0,4,4,Cat
37,54,57,0,1,0,0,0,0,1,4,4,Bow
54,46,50,1,1,1,1,0,1,1,3,1,Apple
35,65,34,0,1,1,1,0,0,0,3,7,Cat
55,32,54,0,0,1,0,0,1,0,2,7,Bow
49,52,53,1,0,1,1,1,0,0,1,4,Cat
41,70,60,0,1,0,1,0,0,1,5,6,Cat
45,34,59,0,0,0,1,0,1,1,5,7,Elephant
48,66,62,0,0,1,1,1,1,0,3,5,Dog
46,62,35,0,0,0,0,0,0,0,3,5,Dog
59,47,52,1,1,0,1,1,1,1,3,9,Elephant
58,49,48,0,0,0,0,0,0,1,3,8,Apple
43,56,47,1,0,1,0,1,1,0,3,4,Elephant
58,54,40,1,0,1,0,0,0,1,2,9,Dog
49,40,33,0,0,1,1,0,1,0,5,7,Elephant
53,65,44,0,1,0,0,1,0,0,5,6,Cat
50,41,52,1,1,1,1,1,1,1,4,10,Elephant
54,51,44,0,1,1,0,0,0,1,1,6,Dog
30,67,51,0,1,0,1,0,0,0,5,7,Apple
52,35,34,0,0,1,0,1,0,0,2,7,Bow
38,64,51,1,1,1,0,0,1,1,4,6,Apple
45,43,48,0,1,0,0,0,1,0,1,1,Cat
40,70,55,0,1,0,0,0,0,1,5,10,Cat
59,51,63,0,1,1,0,0,0,1,5,2,Cat
41,56,36,0,1,0,0,0,1,0,5,1,Elephant
51,46,50,1,1,1,0,1,1,1,1,2,Apple
64,49,52,1,0,1,1,1,1,1,3,2,Cat
59,30,46,0,0,1,0,0,1,0,4,1,Bow
33,37,47,0,0,0,1,0,0,0,2,2,Bow
35,58,43,0,1,1,0,0,0,0,2,7,Dog
57,47,60,1,0,0,1,0,1,1,5,2,Bow
35,55,67,1,0,1,1,0,1,0,5,5,Apple
62,48,58,1,1,0,1,1,1,0,1,1,Dog
41,56,49,0,0,0,1,1,1,0,4,4,Cat
44,53,51,1,0,0,1,1,1,1,3,8,Apple
48,45,41,1,0,1,1,1,0,0,3,4,Apple
56,42,33,0,1,1,1,0,1,1,4,10,Bow
67,58,45,0,0,1,0,1,0,1,4,2,Cat
27,34,52,0,0,0,1,0,1,0,5,7,Elephant
61,44,59,1,0,1,0,1,1,1,2,1,Elephant
48,60,46,0,0,1,1,1,0,1,3,9,Dog
31,63,56,1,1,0,0,0,1,0,5,3,Elephant
39,36,45,1,1,0,0,0,1,0,2,6,Elephant
41,64,56,1,1,0,0,0,1,0,5,10,Cat
52,48,47,0,0,0,0,0,0,0,2,5,Apple
48,57,44,0,0,1,0,0,0,1,3,9,Apple
38,61,50,1,1,0,1,1,0,0,2,10,Apple
46,60,43,0,1,1,1,1,1,1,4,3,Apple
37,66,52,0,0,1,1,1,0,1,5,5,Dog
62,32,45,1,0,0,1,1,0,1,2,8,Bow
53,48,46,1,0,1,1,0,0,0,2,1,Cat
54,47,46,0,0,0,0,1,1,1,4,1,Dog
42,59,32,0,1,1,0,1,0,0,4,8,Apple
40,62,53,1,0,0,0,0,0,0,5,3,Elephant
55,33,41,0,1,1,0,0,0,0,1,8,Bow
32,63,48,1,1,0,1,0,0,0,3,10,Apple
38,52,50,1,0,1,0,0,0,0,3,8,Dog
45,51,50,1,1,0,1,0,0,0,1,8,Dog
47,43,44,1,1,1,1,1,0,0,3,2,Apple
40,50,47,1,1,0,1,0,0,0,4,9,Dog
65,52,48,0,0,0,1,1,1,1,2,6,Dog
28,58,54,1,0,1,1,1,1,1,1,4,Dog
38,56,66,0,0,0,0,0,1,0,2,5,Cat
38,67,39,0,1,1,1,0,0,0,4,3,Cat
54,45,50,0,0,0,1,1,1,1,2,4,Elephant
58,61,55,1,1,1,1,0,0,1,3,3,Elephant
44,57,64,0,0,1,1,1,0,1,4,10,Cat
61,31,57,0,1,0,0,0,1,0,1,6,Dog
50,67,56,0,0,1,1,1,1,1,3,3,Dog
49,64,43,0,1,1,0,0,0,1,5,4,Cat
45,31,46,0,1,0,0,1,1,0,4,10,Elephant
38,57,44,1,0,0,1,1,0,0,3,7,Dog
45,43,50,1,0,1,0,0,1,0,4,2,Apple
49,54,51,0,0,1,0,1,1,1,3,10,Cat
42,68,50,1,1,1,0,1,1,0,4,3,Elephant
54,65,53,0,0,0,1,1,0,1,2,8,Apple
48,40,45,1,0,1,0,0,0,0,3,2,Apple
38,57,47,1,1,1,0,0,1,0,5,3,Dog
38,50,46,1,1,1,0,0,0,0,2,7,Cat
38,56,56,1,1,1,1,1,0,0,3,10,Dog
37,66,54,1,0,1,1,1,1,0,5,8,Apple
63,48,45,1,1,1,1,0,0,1,1,1,Dog
36,60,50,0,0,0,1,0,1,0,4,9,Cat
47,59,45,1,1,0,0,0,1,1,3,6,Dog
52,56,48,1,0,1,0,0,1,0,5,4,Elephant
34,41,50,0,0,0,0,1,0,1,5,8,Elephant
56,32,45,1,1,0,0,0,1,0,1,2,Dog
32,72,44,1,1,1,1,0,1,0,5,5,Cat
49,74,44,0,1,1,1,0,0,1,4,6,Dog
48,51,68,0,1,0,1,0,1,1,1,1,Cat
49,51,61,1,1,1,1,0,1,1,4,10,Apple
35,53,52,0,1,0,0,1,1,0,5,10,Cat
55,39,54,0,1,0,1,1,0,1,2,5,Elephant
